
Page: 1/63 | Game: 1/63000 | Kept Games: 0\1 | Game Took: 00:00:00 | Page: Took: 00:00:09 | Total Elapsed: 00:00:13
Page: 1/63 | Game: 381/63000 | Kept Games: 109\381 | Game Took: 00:00:00 | Page: Took: 00:09:31 | Total Elapsed: 00:09:35
Page: 1/63 | Game: 382/63000 | Kept Games: 109\382 | Game Took: 00:00:00 | Page: Took: 00:09:32 | Total Elapsed: 00:09:36
Page: 1/63 | Game: 383/63000 | Kept Games: 109\383 | Game Took: 00:00:00 | Page: Took: 00:09:33 | Total Elapsed: 00:09:37
Page: 1/63 | Game: 384/63000 | Kept Games: 109\384 | Game Took: 00:00:01 | Page: Took: 00:09:34 | Total Elapsed: 00:09:38
Page: 1/63 | Game: 385/63000 | Kept Games: 109\385 | Game Took: 00:00:00 | Page: Took: 00:09:35 | Total Elapsed: 00:09:39
Page: 1/63 | Game: 386/63000 | Kept Games: 109\386 | Game Took: 00:00:01 | Page: Took: 00:09:36 | Total Elapsed: 00:09:40
Page: 1/63 | Game: 387/63000 | Kept Games: 109\387 | Game Took: 00:00:00 | Page: Took: 00:09:37 | Total Elapsed: 00:09:41
Page: 1/63 | Game: 388/63000 | Kept Games: 109\388 | Game Took: 00:00:00 | Page: Took: 00:09:38 | Total Elapsed: 00:09:42
Page: 1/63 | Game: 389/63000 | Kept Games: 109\389 | Game Took: 00:00:00 | Page: Took: 00:09:39 | Total Elapsed: 00:09:42
Page: 1/63 | Game: 390/63000 | Kept Games: 109\390 | Game Took: 00:00:00 | Page: Took: 00:09:40 | Total Elapsed: 00:09:43
Page: 1/63 | Game: 391/63000 | Kept Games: 110\391 | Game Took: 00:00:01 | Page: Took: 00:09:41 | Total Elapsed: 00:09:45
Page: 1/63 | Game: 392/63000 | Kept Games: 110\392 | Game Took: 00:00:00 | Page: Took: 00:09:42 | Total Elapsed: 00:09:46
Page: 1/63 | Game: 393/63000 | Kept Games: 111\393 | Game Took: 00:00:01 | Page: Took: 00:09:44 | Total Elapsed: 00:09:47
Page: 1/63 | Game: 394/63000 | Kept Games: 112\394 | Game Took: 00:00:01 | Page: Took: 00:09:46 | Total Elapsed: 00:09:49
Page: 1/63 | Game: 395/63000 | Kept Games: 112\395 | Game Took: 00:00:00 | Page: Took: 00:09:47 | Total Elapsed: 00:09:50
Page: 1/63 | Game: 396/63000 | Kept Games: 112\396 | Game Took: 00:00:00 | Page: Took: 00:09:47 | Total Elapsed: 00:09:51
Page: 1/63 | Game: 397/63000 | Kept Games: 112\397 | Game Took: 00:00:00 | Page: Took: 00:09:48 | Total Elapsed: 00:09:52
Page: 1/63 | Game: 398/63000 | Kept Games: 112\398 | Game Took: 00:00:00 | Page: Took: 00:09:49 | Total Elapsed: 00:09:53
Page: 1/63 | Game: 399/63000 | Kept Games: 112\399 | Game Took: 00:00:00 | Page: Took: 00:09:50 | Total Elapsed: 00:09:53
Page: 1/63 | Game: 400/63000 | Kept Games: 112\400 | Game Took: 00:00:00 | Page: Took: 00:09:50 | Total Elapsed: 00:09:54
Page: 1/63 | Game: 401/63000 | Kept Games: 112\401 | Game Took: 00:00:00 | Page: Took: 00:09:51 | Total Elapsed: 00:09:55
Page: 1/63 | Game: 402/63000 | Kept Games: 113\402 | Game Took: 00:00:01 | Page: Took: 00:09:53 | Total Elapsed: 00:09:56
Page: 1/63 | Game: 403/63000 | Kept Games: 113\403 | Game Took: 00:00:00 | Page: Took: 00:09:53 | Total Elapsed: 00:09:57
Page: 1/63 | Game: 404/63000 | Kept Games: 113\404 | Game Took: 00:00:00 | Page: Took: 00:09:54 | Total Elapsed: 00:09:58
Page: 1/63 | Game: 405/63000 | Kept Games: 114\405 | Game Took: 00:00:01 | Page: Took: 00:09:56 | Total Elapsed: 00:09:59
Page: 1/63 | Game: 406/63000 | Kept Games: 114\406 | Game Took: 00:00:01 | Page: Took: 00:09:57 | Total Elapsed: 00:10:00
Page: 1/63 | Game: 407/63000 | Kept Games: 114\407 | Game Took: 00:00:00 | Page: Took: 00:09:58 | Total Elapsed: 00:10:01
Page: 1/63 | Game: 408/63000 | Kept Games: 114\408 | Game Took: 00:00:00 | Page: Took: 00:09:58 | Total Elapsed: 00:10:02
Page: 1/63 | Game: 409/63000 | Kept Games: 114\409 | Game Took: 00:00:00 | Page: Took: 00:09:59 | Total Elapsed: 00:10:03
Page: 1/63 | Game: 410/63000 | Kept Games: 114\410 | Game Took: 00:00:00 | Page: Took: 00:10:00 | Total Elapsed: 00:10:04
Page: 1/63 | Game: 411/63000 | Kept Games: 114\411 | Game Took: 00:00:00 | Page: Took: 00:10:01 | Total Elapsed: 00:10:04
Page: 1/63 | Game: 412/63000 | Kept Games: 114\412 | Game Took: 00:00:00 | Page: Took: 00:10:02 | Total Elapsed: 00:10:05
Page: 1/63 | Game: 413/63000 | Kept Games: 115\413 | Game Took: 00:00:02 | Page: Took: 00:10:04 | Total Elapsed: 00:10:08
Page: 1/63 | Game: 414/63000 | Kept Games: 115\414 | Game Took: 00:00:00 | Page: Took: 00:10:05 | Total Elapsed: 00:10:09
Page: 1/63 | Game: 415/63000 | Kept Games: 115\415 | Game Took: 00:00:00 | Page: Took: 00:10:06 | Total Elapsed: 00:10:09
Page: 1/63 | Game: 416/63000 | Kept Games: 116\416 | Game Took: 00:00:01 | Page: Took: 00:10:07 | Total Elapsed: 00:10:11
Page: 1/63 | Game: 417/63000 | Kept Games: 117\417 | Game Took: 00:00:01 | Page: Took: 00:10:09 | Total Elapsed: 00:10:13
Page: 1/63 | Game: 418/63000 | Kept Games: 118\418 | Game Took: 00:00:01 | Page: Took: 00:10:11 | Total Elapsed: 00:10:14
Page: 1/63 | Game: 419/63000 | Kept Games: 118\419 | Game Took: 00:00:00 | Page: Took: 00:10:11 | Total Elapsed: 00:10:15
Page: 1/63 | Game: 420/63000 | Kept Games: 119\420 | Game Took: 00:00:01 | Page: Took: 00:10:13 | Total Elapsed: 00:10:17
Page: 1/63 | Game: 421/63000 | Kept Games: 120\421 | Game Took: 00:00:01 | Page: Took: 00:10:15 | Total Elapsed: 00:10:19
Page: 1/63 | Game: 422/63000 | Kept Games: 120\422 | Game Took: 00:00:00 | Page: Took: 00:10:16 | Total Elapsed: 00:10:20
Page: 1/63 | Game: 423/63000 | Kept Games: 120\423 | Game Took: 00:00:00 | Page: Took: 00:10:17 | Total Elapsed: 00:10:20
Page: 1/63 | Game: 424/63000 | Kept Games: 120\424 | Game Took: 00:00:00 | Page: Took: 00:10:18 | Total Elapsed: 00:10:21
Page: 1/63 | Game: 425/63000 | Kept Games: 121\425 | Game Took: 00:00:01 | Page: Took: 00:10:19 | Total Elapsed: 00:10:23
Page: 1/63 | Game: 426/63000 | Kept Games: 121\426 | Game Took: 00:00:00 | Page: Took: 00:10:20 | Total Elapsed: 00:10:24
Page: 1/63 | Game: 427/63000 | Kept Games: 121\427 | Game Took: 00:00:00 | Page: Took: 00:10:21 | Total Elapsed: 00:10:25
Page: 1/63 | Game: 428/63000 | Kept Games: 121\428 | Game Took: 00:00:00 | Page: Took: 00:10:22 | Total Elapsed: 00:10:26
Page: 1/63 | Game: 429/63000 | Kept Games: 122\429 | Game Took: 00:00:02 | Page: Took: 00:10:24 | Total Elapsed: 00:10:28
Page: 1/63 | Game: 430/63000 | Kept Games: 123\430 | Game Took: 00:00:01 | Page: Took: 00:10:26 | Total Elapsed: 00:10:29
Page: 1/63 | Game: 431/63000 | Kept Games: 124\431 | Game Took: 00:00:01 | Page: Took: 00:10:27 | Total Elapsed: 00:10:31
Page: 1/63 | Game: 432/63000 | Kept Games: 125\432 | Game Took: 00:00:01 | Page: Took: 00:10:29 | Total Elapsed: 00:10:33
Page: 1/63 | Game: 433/63000 | Kept Games: 126\433 | Game Took: 00:00:02 | Page: Took: 00:10:31 | Total Elapsed: 00:10:35
Page: 1/63 | Game: 434/63000 | Kept Games: 127\434 | Game Took: 00:00:00 | Page: Took: 00:10:32 | Total Elapsed: 00:10:36
Page: 1/63 | Game: 435/63000 | Kept Games: 128\435 | Game Took: 00:00:01 | Page: Took: 00:10:34 | Total Elapsed: 00:10:38
Page: 1/63 | Game: 436/63000 | Kept Games: 129\436 | Game Took: 00:00:01 | Page: Took: 00:10:36 | Total Elapsed: 00:10:40
Page: 1/63 | Game: 437/63000 | Kept Games: 130\437 | Game Took: 00:00:01 | Page: Took: 00:10:38 | Total Elapsed: 00:10:41
Page: 1/63 | Game: 438/63000 | Kept Games: 130\438 | Game Took: 00:00:00 | Page: Took: 00:10:39 | Total Elapsed: 00:10:42
Page: 1/63 | Game: 439/63000 | Kept Games: 131\439 | Game Took: 00:00:01 | Page: Took: 00:10:40 | Total Elapsed: 00:10:44
Page: 1/63 | Game: 440/63000 | Kept Games: 132\440 | Game Took: 00:00:01 | Page: Took: 00:10:42 | Total Elapsed: 00:10:46
Page: 1/63 | Game: 441/63000 | Kept Games: 133\441 | Game Took: 00:00:02 | Page: Took: 00:10:44 | Total Elapsed: 00:10:48
Page: 1/63 | Game: 442/63000 | Kept Games: 134\442 | Game Took: 00:00:01 | Page: Took: 00:10:46 | Total Elapsed: 00:10:50
Page: 1/63 | Game: 443/63000 | Kept Games: 134\443 | Game Took: 00:00:00 | Page: Took: 00:10:47 | Total Elapsed: 00:10:50
Page: 1/63 | Game: 444/63000 | Kept Games: 134\444 | Game Took: 00:00:00 | Page: Took: 00:10:48 | Total Elapsed: 00:10:51
Page: 1/63 | Game: 445/63000 | Kept Games: 134\445 | Game Took: 00:00:00 | Page: Took: 00:10:48 | Total Elapsed: 00:10:52
Page: 1/63 | Game: 446/63000 | Kept Games: 134\446 | Game Took: 00:00:00 | Page: Took: 00:10:49 | Total Elapsed: 00:10:53
Page: 1/63 | Game: 447/63000 | Kept Games: 134\447 | Game Took: 00:00:00 | Page: Took: 00:10:50 | Total Elapsed: 00:10:54
Page: 1/63 | Game: 448/63000 | Kept Games: 134\448 | Game Took: 00:00:01 | Page: Took: 00:10:51 | Total Elapsed: 00:10:55
Page: 1/63 | Game: 449/63000 | Kept Games: 134\449 | Game Took: 00:00:01 | Page: Took: 00:10:52 | Total Elapsed: 00:10:56
Page: 1/63 | Game: 450/63000 | Kept Games: 134\450 | Game Took: 00:00:00 | Page: Took: 00:10:53 | Total Elapsed: 00:10:57
Page: 1/63 | Game: 451/63000 | Kept Games: 134\451 | Game Took: 00:00:00 | Page: Took: 00:10:54 | Total Elapsed: 00:10:57
Page: 1/63 | Game: 452/63000 | Kept Games: 135\452 | Game Took: 00:00:01 | Page: Took: 00:10:55 | Total Elapsed: 00:10:59
Page: 1/63 | Game: 453/63000 | Kept Games: 135\453 | Game Took: 00:00:00 | Page: Took: 00:10:56 | Total Elapsed: 00:11:00
Page: 1/63 | Game: 454/63000 | Kept Games: 136\454 | Game Took: 00:00:01 | Page: Took: 00:10:58 | Total Elapsed: 00:11:01
Page: 1/63 | Game: 455/63000 | Kept Games: 136\455 | Game Took: 00:00:00 | Page: Took: 00:10:58 | Total Elapsed: 00:11:02
Page: 1/63 | Game: 456/63000 | Kept Games: 136\456 | Game Took: 00:00:00 | Page: Took: 00:10:59 | Total Elapsed: 00:11:03
Page: 1/63 | Game: 457/63000 | Kept Games: 137\457 | Game Took: 00:00:01 | Page: Took: 00:11:01 | Total Elapsed: 00:11:05
Page: 1/63 | Game: 458/63000 | Kept Games: 138\458 | Game Took: 00:00:01 | Page: Took: 00:11:03 | Total Elapsed: 00:11:06
Page: 1/63 | Game: 459/63000 | Kept Games: 138\459 | Game Took: 00:00:00 | Page: Took: 00:11:04 | Total Elapsed: 00:11:07
Page: 1/63 | Game: 460/63000 | Kept Games: 138\460 | Game Took: 00:00:00 | Page: Took: 00:11:04 | Total Elapsed: 00:11:08
Page: 1/63 | Game: 461/63000 | Kept Games: 139\461 | Game Took: 00:00:01 | Page: Took: 00:11:06 | Total Elapsed: 00:11:10
Page: 1/63 | Game: 462/63000 | Kept Games: 140\462 | Game Took: 00:00:01 | Page: Took: 00:11:08 | Total Elapsed: 00:11:12
Page: 1/63 | Game: 463/63000 | Kept Games: 141\463 | Game Took: 00:00:01 | Page: Took: 00:11:09 | Total Elapsed: 00:11:13
Page: 1/63 | Game: 464/63000 | Kept Games: 141\464 | Game Took: 00:00:01 | Page: Took: 00:11:11 | Total Elapsed: 00:11:14
Page: 1/63 | Game: 465/63000 | Kept Games: 142\465 | Game Took: 00:00:00 | Page: Took: 00:11:11 | Total Elapsed: 00:11:15
Page: 1/63 | Game: 466/63000 | Kept Games: 142\466 | Game Took: 00:00:00 | Page: Took: 00:11:12 | Total Elapsed: 00:11:16
Page: 1/63 | Game: 467/63000 | Kept Games: 142\467 | Game Took: 00:00:00 | Page: Took: 00:11:13 | Total Elapsed: 00:11:17
Page: 1/63 | Game: 468/63000 | Kept Games: 143\468 | Game Took: 00:00:01 | Page: Took: 00:11:15 | Total Elapsed: 00:11:18
Page: 1/63 | Game: 469/63000 | Kept Games: 144\469 | Game Took: 00:00:01 | Page: Took: 00:11:16 | Total Elapsed: 00:11:20
Page: 1/63 | Game: 470/63000 | Kept Games: 145\470 | Game Took: 00:00:01 | Page: Took: 00:11:18 | Total Elapsed: 00:11:22
Page: 1/63 | Game: 471/63000 | Kept Games: 146\471 | Game Took: 00:00:02 | Page: Took: 00:11:20 | Total Elapsed: 00:11:24
Page: 1/63 | Game: 472/63000 | Kept Games: 146\472 | Game Took: 00:00:00 | Page: Took: 00:11:21 | Total Elapsed: 00:11:25
Page: 1/63 | Game: 473/63000 | Kept Games: 147\473 | Game Took: 00:00:02 | Page: Took: 00:11:23 | Total Elapsed: 00:11:27
Page: 1/63 | Game: 474/63000 | Kept Games: 147\474 | Game Took: 00:00:00 | Page: Took: 00:11:24 | Total Elapsed: 00:11:28
Page: 1/63 | Game: 475/63000 | Kept Games: 148\475 | Game Took: 00:00:01 | Page: Took: 00:11:26 | Total Elapsed: 00:11:29
Page: 1/63 | Game: 476/63000 | Kept Games: 149\476 | Game Took: 00:00:01 | Page: Took: 00:11:27 | Total Elapsed: 00:11:31
Page: 1/63 | Game: 477/63000 | Kept Games: 150\477 | Game Took: 00:00:01 | Page: Took: 00:11:29 | Total Elapsed: 00:11:33
Page: 1/63 | Game: 478/63000 | Kept Games: 151\478 | Game Took: 00:00:01 | Page: Took: 00:11:31 | Total Elapsed: 00:11:35
Page: 1/63 | Game: 479/63000 | Kept Games: 151\479 | Game Took: 00:00:00 | Page: Took: 00:11:32 | Total Elapsed: 00:11:35
Page: 1/63 | Game: 480/63000 | Kept Games: 151\480 | Game Took: 00:00:00 | Page: Took: 00:11:33 | Total Elapsed: 00:11:36
Page: 1/63 | Game: 481/63000 | Kept Games: 151\481 | Game Took: 00:00:01 | Page: Took: 00:11:34 | Total Elapsed: 00:11:37
Page: 1/63 | Game: 482/63000 | Kept Games: 151\482 | Game Took: 00:00:00 | Page: Took: 00:11:34 | Total Elapsed: 00:11:38
Page: 1/63 | Game: 483/63000 | Kept Games: 151\483 | Game Took: 00:00:00 | Page: Took: 00:11:35 | Total Elapsed: 00:11:39
Page: 1/63 | Game: 484/63000 | Kept Games: 151\484 | Game Took: 00:00:00 | Page: Took: 00:11:36 | Total Elapsed: 00:11:40
Page: 1/63 | Game: 485/63000 | Kept Games: 152\485 | Game Took: 00:00:01 | Page: Took: 00:11:38 | Total Elapsed: 00:11:41
Page: 1/63 | Game: 486/63000 | Kept Games: 152\486 | Game Took: 00:00:00 | Page: Took: 00:11:38 | Total Elapsed: 00:11:42
Page: 1/63 | Game: 487/63000 | Kept Games: 152\487 | Game Took: 00:00:00 | Page: Took: 00:11:39 | Total Elapsed: 00:11:43
Page: 1/63 | Game: 488/63000 | Kept Games: 153\488 | Game Took: 00:00:01 | Page: Took: 00:11:41 | Total Elapsed: 00:11:45
Page: 1/63 | Game: 489/63000 | Kept Games: 154\489 | Game Took: 00:00:01 | Page: Took: 00:11:43 | Total Elapsed: 00:11:46
Page: 1/63 | Game: 490/63000 | Kept Games: 154\490 | Game Took: 00:00:00 | Page: Took: 00:11:43 | Total Elapsed: 00:11:47
Page: 1/63 | Game: 491/63000 | Kept Games: 154\491 | Game Took: 00:00:00 | Page: Took: 00:11:44 | Total Elapsed: 00:11:48
Page: 1/63 | Game: 492/63000 | Kept Games: 154\492 | Game Took: 00:00:00 | Page: Took: 00:11:45 | Total Elapsed: 00:11:49
Page: 1/63 | Game: 493/63000 | Kept Games: 154\493 | Game Took: 00:00:00 | Page: Took: 00:11:46 | Total Elapsed: 00:11:49
Page: 1/63 | Game: 494/63000 | Kept Games: 154\494 | Game Took: 00:00:00 | Page: Took: 00:11:46 | Total Elapsed: 00:11:50
Page: 1/63 | Game: 495/63000 | Kept Games: 154\495 | Game Took: 00:00:00 | Page: Took: 00:11:47 | Total Elapsed: 00:11:51
Page: 1/63 | Game: 496/63000 | Kept Games: 155\496 | Game Took: 00:00:01 | Page: Took: 00:11:49 | Total Elapsed: 00:11:53
Page: 1/63 | Game: 497/63000 | Kept Games: 155\497 | Game Took: 00:00:00 | Page: Took: 00:11:50 | Total Elapsed: 00:11:53
Page: 1/63 | Game: 498/63000 | Kept Games: 156\498 | Game Took: 00:00:01 | Page: Took: 00:11:51 | Total Elapsed: 00:11:55
Page: 1/63 | Game: 499/63000 | Kept Games: 157\499 | Game Took: 00:00:01 | Page: Took: 00:11:53 | Total Elapsed: 00:11:57
Page: 1/63 | Game: 500/63000 | Kept Games: 157\500 | Game Took: 00:00:00 | Page: Took: 00:11:54 | Total Elapsed: 00:11:58
Page: 1/63 | Game: 501/63000 | Kept Games: 158\501 | Game Took: 00:00:01 | Page: Took: 00:11:55 | Total Elapsed: 00:11:59
Page: 1/63 | Game: 502/63000 | Kept Games: 158\502 | Game Took: 00:00:00 | Page: Took: 00:11:56 | Total Elapsed: 00:12:00
Page: 1/63 | Game: 503/63000 | Kept Games: 158\503 | Game Took: 00:00:00 | Page: Took: 00:11:57 | Total Elapsed: 00:12:01
Page: 1/63 | Game: 504/63000 | Kept Games: 159\504 | Game Took: 00:00:01 | Page: Took: 00:11:59 | Total Elapsed: 00:12:02
Page: 1/63 | Game: 505/63000 | Kept Games: 160\505 | Game Took: 00:00:01 | Page: Took: 00:12:00 | Total Elapsed: 00:12:04
Page: 1/63 | Game: 506/63000 | Kept Games: 161\506 | Game Took: 00:00:01 | Page: Took: 00:12:02 | Total Elapsed: 00:12:06
Page: 1/63 | Game: 507/63000 | Kept Games: 161\507 | Game Took: 00:00:01 | Page: Took: 00:12:03 | Total Elapsed: 00:12:07
Page: 1/63 | Game: 508/63000 | Kept Games: 162\508 | Game Took: 00:00:01 | Page: Took: 00:12:05 | Total Elapsed: 00:12:09
Page: 1/63 | Game: 509/63000 | Kept Games: 163\509 | Game Took: 00:00:00 | Page: Took: 00:12:06 | Total Elapsed: 00:12:09
Page: 1/63 | Game: 510/63000 | Kept Games: 164\510 | Game Took: 00:00:02 | Page: Took: 00:12:08 | Total Elapsed: 00:12:12
Page: 1/63 | Game: 511/63000 | Kept Games: 164\511 | Game Took: 00:00:00 | Page: Took: 00:12:09 | Total Elapsed: 00:12:13
Page: 1/63 | Game: 512/63000 | Kept Games: 165\512 | Game Took: 00:00:01 | Page: Took: 00:12:10 | Total Elapsed: 00:12:14
Page: 1/63 | Game: 513/63000 | Kept Games: 165\513 | Game Took: 00:00:00 | Page: Took: 00:12:11 | Total Elapsed: 00:12:15
